timestamp,Momentum,Contrarian,Random
2025-10-17 12:00:07.700,-9077.55179999955,-7976.332999994047,-89.51747500011697
2025-10-17 12:00:07.800,-8812.059699999867,-7715.831599994563,-89.81578750011977
2025-10-17 12:00:07.900,-8815.071599999908,-7714.843299994478,-90.11410000012256
2025-10-17 12:00:08.000,-8816.08349999995,-7715.854999994393,-103.0201000001204
2025-10-17 12:00:08.100,-8817.095399999991,-7716.866699994309,-115.92610000011821
2025-10-17 12:00:08.200,-8818.107300000032,-7717.878399994224,-128.83210000011604
2025-10-17 12:00:08.300,-8820.619200000074,-7720.389799994184,-127.90153750011814
2025-10-17 12:00:08.400,-8823.131100000115,-7722.901199994143,-126.97097500012023
2025-10-17 12:00:08.500,-8822.643000000156,-7726.412799994228,-126.04041250012233
2025-10-17 12:00:08.600,-8824.154900000198,-7727.924399994314,-125.10985000012442
