timestamp,Momentum,Contrarian,Random
2025-10-17 12:00:00.900,-50.44239999999994,-49.207199999999986,
2025-10-17 12:00:01.000,-50.563399999999945,-49.32719999999998,
2025-10-17 12:00:01.100,-56.44119999999995,-55.26179999999997,
2025-10-17 12:00:01.200,-56.452799999999954,-55.273199999999974,
2025-10-17 12:00:01.300,-50.92609999999994,-49.687499999999986,
2025-10-17 12:00:01.400,-52.386899999999926,-51.14349999999999,
2025-10-17 12:00:01.500,-52.42439999999993,-51.18219999999999,
2025-10-17 12:00:01.600,-52.46189999999993,-51.220899999999986,
2025-10-17 12:00:01.700,-52.50059999999993,-51.258999999999986,
2025-10-17 12:00:01.800,-52.539299999999926,-51.297099999999986,
2025-10-17 12:00:01.900,-2.6792999999999987,-2.6508999999999974,
2025-10-17 12:00:02.000,-43.89049999999997,-42.731300000000005,
2025-10-17 12:00:02.100,-43.90809999999997,-42.749100000000006,
2025-10-17 12:00:02.200,-56.46409999999995,-55.284799999999976,
2025-10-17 12:00:02.300,-56.47539999999995,-55.29639999999998,-4.8016000000000005
2025-10-17 12:00:02.400,-56.48669999999995,-55.30799999999998,-4.494533333333334
2025-10-17 12:00:02.500,-56.49799999999995,-55.31959999999998,-4.187466666666667
2025-10-17 12:00:02.600,-56.509299999999946,-55.33119999999998,-3.8804000000000003
2025-10-17 12:00:02.700,-56.520599999999945,-55.34279999999998,-3.02735
2025-10-17 12:00:02.800,-56.53189999999994,-55.354399999999984,-2.1742999999999997
2025-10-17 12:00:02.900,-56.54319999999994,-55.365999999999985,-1.32125
2025-10-17 12:00:03.000,-52.57679999999993,-51.335799999999985,-0.4682
2025-10-17 12:00:03.100,-52.61429999999993,-51.37449999999998,-1.789975
2025-10-17 12:00:03.200,-52.65179999999993,-51.41319999999998,-3.1117500000000002
2025-10-17 12:00:03.300,-52.68929999999993,-51.45189999999998,-4.433525
2025-10-17 12:00:03.400,-52.72679999999993,-51.48999999999998,-5.755300000000001
2025-10-17 12:00:03.500,-52.764299999999935,-51.52869999999998,-5.784233333333335
2025-10-17 12:00:03.600,-52.801799999999936,-51.56739999999998,-5.8131666666666675
2025-10-17 12:00:03.700,-52.83929999999994,-51.60609999999998,-5.842100000000001
2025-10-17 12:00:03.800,-52.87679999999994,-51.644799999999975,-3.2979000000000007
2025-10-17 12:00:03.900,-52.91429999999994,-51.683499999999974,-0.7537
2025-10-17 12:00:04.000,-52.95179999999994,-51.72219999999997,-1.52125
2025-10-17 12:00:04.100,-56.55449999999994,-55.37759999999999,-2.2888
2025-10-17 12:00:04.200,-56.56579999999994,-55.38919999999999,-3.05635
2025-10-17 12:00:04.300,-56.57709999999994,-55.40079999999999,-3.8239
2025-10-17 12:00:04.400,-56.588399999999936,-55.41239999999999,-2.923375
2025-10-17 12:00:04.500,-56.599699999999935,-55.42399999999999,-2.02285
2025-10-17 12:00:04.600,-56.61099999999993,-55.435599999999994,-1.122325
2025-10-17 12:00:04.700,-56.62229999999993,-55.447199999999995,-0.2218
2025-10-17 12:00:04.800,-56.63359999999993,-55.4588,-0.7726000000000001
2025-10-17 12:00:04.900,-56.64489999999993,-55.4704,-1.0653333333333335
2025-10-17 12:00:05.000,-56.65619999999993,-55.482,-1.3580666666666668
2025-10-17 12:00:05.100,-43.605499999999935,-42.44660000000001,-1.6508000000000003
2025-10-17 12:00:05.200,-46.36219999999999,-45.17550000000002,-1.9435333333333338
2025-10-17 12:00:05.300,-51.77169999999993,-50.529099999999985,-2.236266666666667
2025-10-17 12:00:05.400,-51.89149999999993,-50.64989999999999,-2.5290000000000004
2025-10-17 12:00:05.500,-52.01129999999993,-50.77069999999999,-2.821733333333334
2025-10-17 12:00:05.600,-49.809499999999986,-48.567599999999985,-3.1144666666666674
2025-10-17 12:00:05.700,-49.82119999999998,-48.579599999999985,-3.4072000000000005
2025-10-17 12:00:05.800,-53.91579999999996,-52.70059999999997,-3.699933333333334
2025-10-17 12:00:05.900,-49.84559999999998,-48.60339999999998,-3.9926666666666675
2025-10-17 12:00:06.000,-49.85779999999998,-48.615299999999976,-4.2854
2025-10-17 12:00:06.100,-56.84979999999993,-55.6791,-4.578133333333334
2025-10-17 12:00:06.200,-57.043399999999934,-55.8762,-4.870866666666667
2025-10-17 12:00:06.300,-55.86359999999995,-54.68639999999998,-5.163600000000001
2025-10-17 12:00:06.400,-55.95659999999995,-54.78139999999998,-4.3444
2025-10-17 12:00:06.500,-56.049599999999955,-54.876399999999975,-3.5252000000000003
2025-10-17 12:00:06.600,-54.08009999999996,-52.86789999999997,-2.706
2025-10-17 12:00:06.700,-54.244399999999956,-53.03519999999997,-3.11032
2025-10-17 12:00:06.800,-54.40869999999995,-53.202499999999965,-3.51464
2025-10-17 12:00:06.900,-53.25179999999995,-52.02819999999997,-3.91896
2025-10-17 12:00:07.000,-53.289299999999955,-52.06629999999997,-4.3232800000000005
2025-10-17 12:00:07.100,-53.326799999999956,-52.10439999999997,-4.727600000000001
2025-10-17 12:00:07.200,-54.85139999999995,-53.64979999999997,-4.7759125000000004
2025-10-17 12:00:07.300,-55.126799999999946,-53.931999999999974,-4.824225
2025-10-17 12:00:07.400,-55.402199999999944,-54.21419999999998,-4.872537500000001
2025-10-17 12:00:07.500,-55.67759999999994,-54.49639999999998,-4.920850000000001
2025-10-17 12:00:07.600,-53.51429999999996,-52.29489999999997,-4.9691625
2025-10-17 12:00:07.700,-53.551799999999965,-52.33299999999997,-5.017475000000001
2025-10-17 12:00:07.800,-50.05969999999997,-48.83159999999997,-5.065787500000001
