timestamp,Momentum,Contrarian,Random
2025-10-17 12:00:07.800,-8214.499999999998,-8214.499999999998,-84.75000000000034
2025-10-17 12:00:07.900,-8215.499999999998,-8215.499999999998,-85.00000000000034
2025-10-17 12:00:08.000,-8216.499999999998,-8216.499999999998,-97.6666666666671
2025-10-17 12:00:08.100,-8217.499999999998,-8217.499999999998,-110.33333333333384
2025-10-17 12:00:08.200,-8218.499999999998,-8218.499999999998,-123.0000000000006
2025-10-17 12:00:08.300,-8220.999999999998,-8220.999999999998,-122.12500000000058
2025-10-17 12:00:08.400,-8223.499999999998,-8223.499999999998,-121.25000000000055
2025-10-17 12:00:08.500,-8224.999999999998,-8224.999999999998,-120.37500000000054
2025-10-17 12:00:08.600,-8226.499999999998,-8226.499999999998,-119.50000000000051
2025-10-17 12:00:08.700,-8227.999999999998,-8227.999999999998,-118.6250000000005
2025-10-17 12:00:08.800,-8229.499999999998,-8229.499999999998,-117.75000000000048
2025-10-17 12:00:08.900,-8731.499999999998,-8731.499999999998,-116.87500000000045
2025-10-17 12:00:09.000,-8738.999999999998,-8738.999999999998,-116.00000000000044
2025-10-17 12:00:09.100,-8746.499999999998,-8746.499999999998,-67.25000000000003
2025-10-17 12:00:09.200,-8753.999999999998,-8753.999999999998,-18.499999999999627
2025-10-17 12:00:09.300,-8237.999999999998,-8237.999999999998,-27.571428571428303
2025-10-17 12:00:09.400,-8830.999999999998,-8830.999999999998,-36.64285714285698
2025-10-17 12:00:09.500,-8843.999999999998,-8843.999999999998,-45.71428571428566
2025-10-17 12:00:09.600,-8243.999999999998,-8243.999999999998,-54.785714285714334
2025-10-17 12:00:09.700,-8245.999999999998,-8245.999999999998,-63.857142857143
2025-10-17 12:00:09.800,-8861.499999999998,-8861.499999999998,-72.92857142857169
2025-10-17 12:00:09.900,-8878.999999999998,-8878.999999999998,-82.00000000000037
2025-10-17 12:00:10.000,-8896.499999999998,-8896.499999999998,-135.5400000000006
